公司代码,公司简称,公司全称,英文名称,注册地址,A股代码,A股简称
000002,万 科Ａ,万科企业股份有限公司,"CHINA VANKE CO., LTD",广东省深圳市盐田区大梅沙环梅路33号万科中心,2,万 科Ａ
000011,深物业A,深圳市物业发展(集团)股份有限公司,"SHENZHEN PROPERTIES & RESOURCES DEVELOPMENT (GROUP)CO., LTD",广东省深圳市人民南路国贸大厦39、42层,11,深物业A
000012,南 玻Ａ,中国南玻集团股份有限公司,"CSG HOLDING CO.,LTD.",广东省深圳市蛇口工业六路一号南玻大厦,12,南 玻Ａ
000016,深康佳Ａ,康佳集团股份有限公司,"KONKA GROUP CO.,LTD",广东省深圳市南山区华侨城,16,深康佳Ａ
000017,*ST中华A,深圳中华自行车(集团)股份有限公司,"SHENZHEN CHINA BICYCLE COMPANY(HOLDINGS) CO.,LTD",广东省深圳市布心路三零零八号,17,*ST中华A
000018,中冠A,深圳中冠纺织印染股份有限公司,"SHENZHEN VICTOR ONWARD TEXTILE INDUSTRIAL CO.,LTD",广东省深圳市龙岗区葵涌镇白石岗葵鹏路26号,18,中冠A
000019,深深宝Ａ,深圳市深宝实业股份有限公司,"SHENZHEN SHENBAO INDUSTRIAL CO.,LTD",广东省深圳市福田区竹子林四路紫竹七道26号教育科技大厦塔楼20层南半层,19,深深宝Ａ
000020,深华发Ａ,深圳中恒华发股份有限公司,"SHENZHEN HUAFA ELECTRONICS CO., LTD.",广东省深圳市福田区华发北路411幢,20,深华发Ａ
000022,深赤湾Ａ,深圳赤湾港航股份有限公司,"SHENZHEN CHIWAN WHARF HOLDINGS CO.,LTD",广东省深圳市赤湾,22,深赤湾Ａ
000024,招商地产,招商局地产控股股份有限公司,"CHINA MERCHANTS PROPERTY DEVELOPMENT CO., LTD",广东省深圳南山区蛇口工业区兴华路6号南海意库3号楼,24,招商地产
000025,特 力Ａ,深圳市特力(集团)股份有限公司,"SHENZHEN TELLUS HOLDING CO.,LTD",广东省深圳市罗湖区水贝二路特力大厦三楼,25,特 力Ａ
000026,飞亚达Ａ,飞亚达（集团）股份有限公司,FIYTA HOLDINGS LTD.,广东省深圳市南山区高新南一道飞亚达科技大厦,26,飞亚达Ａ
000028,国药一致,国药集团一致药业股份有限公司,CHINA NATIONAL ACCORD MEDICINES CORPORATION LTD,广东省深圳市福田区八卦四路15号一致药业大楼,28,国药一致
000029,深深房Ａ,深圳经济特区房地产(集团)股份有限公司,"SHENZHEN SPECIAL ECONOMIC ZONE REAL ESTATE（GROUP）CO.,LTD.",广东省深圳市人民南路3005号深房广场47楼,29,深深房Ａ
000030,富奥股份,富奥汽车零部件股份有限公司,FAWER Automotive Parts Limited Company,吉林省长春市汽车经济技术开发区东风南街777号,30,富奥股份
000037,深南电Ａ,深圳南山热电股份有限公司,"SHENZHEN NANSHAN POWER STATION CO.,LTD",广东省深圳市南山区月亮湾大道2097号,37,深南电Ａ
000045,深纺织Ａ,深圳市纺织(集团)股份有限公司,"SHENZHEN TEXTILE (HOLDINGS) CO., LTD",广东省深圳市福田区华强北路3号深纺大厦6楼,45,深纺织Ａ
000055,方大集团,方大集团股份有限公司,"CHINA FANGDA GROUP CO., LTD",广东省深圳市高新区科技南十二路方大大厦,55,方大集团
000056,深国商,深圳市国际企业股份有限公司,"SHENZHEN INTERNATIONAL ENTERPRISE CO.,LTD",广东省深圳市福田区金田路2028号皇岗商务中心6楼,56,深国商
000058,深 赛 格,深圳赛格股份有限公司,"SHENZHEN SEG CO.,LTD",广东省深圳市福田区华强北路群星广场A座三十一楼,58,深 赛 格
000413,东旭光电,东旭光电科技股份有限公司,"Dongxu Optoelectronic Technology Co., Ltd.",河北省石家庄市高新技术产业开发区黄河大道9号,413,东旭光电
000418,小天鹅Ａ,无锡小天鹅股份有限公司,"WUXI LITTLE SWAN CO.,LTD",江苏省无锡市国家高新技术产业开发区长江南路18号,418,小天鹅Ａ
000429,粤高速Ａ,广东省高速公路发展股份有限公司,"GUANGDONG PROVINCIAL EXPRESSWAY DEVELOPMENT CO.,LTD",广东省广州市白云路85号,429,粤高速Ａ
000488,晨鸣纸业,山东晨鸣纸业集团股份有限公司,"SHANDONG CHENMING PAPER HOLDINGS CO.,LTD",山东省寿光市圣城街595号,488,晨鸣纸业
000505,*ST珠江,海南珠江控股股份有限公司,"HAINAN PEARL RIVER HOLDINGS CO.,LTD",海南省海口市珠江广场帝豪大厦29层,505,*ST珠江
000521,美菱电器,合肥美菱股份有限公司,"HEFEI MEILING CO.,LTD",安徽省合肥市经济技术开发区莲花路2163号,521,美菱电器
000530,大冷股份,大连冷冻机股份有限公司,"DALIAN REFRIGERATION CO., LTD",辽宁省大连市沙河口区西南路888号,530,大冷股份
000539,粤电力Ａ,广东电力发展股份有限公司,"GUANGDONG ELECTRIC POWER DEVELOPMENT CO., LTD",广东省广州市天河东路2号粤电广场南塔23-26楼,539,粤电力Ａ
000541,佛山照明,佛山电器照明股份有限公司,"FOSHAN ELECTRICAL AND LIGHTING CO., LTD",广东省佛山市禅城区汾江北路64号,541,佛山照明
000550,江铃汽车,江铃汽车股份有限公司,"JIANGLING MOTORS CO., LTD",江西省南昌市迎宾北大道509号,550,江铃汽车
000553,沙隆达Ａ,湖北沙隆达股份有限公司,"HUBEI SANONDA CO., LTD",湖北省荆州市北京东路93号,553,沙隆达Ａ
000570,苏常柴Ａ,常柴股份有限公司,"CHANGCHAI COMPANY,LIMITED",江苏省常州市怀德中路123号,570,苏常柴Ａ
000581,威孚高科,无锡威孚高科技集团股份有限公司,"WEIFU HIGH-TECHNOLOGY GROUP CO.,LTD.",江苏省无锡国家高新技术产业开发区华山路5号,581,威孚高科
000596,古井贡酒,安徽古井贡酒股份有限公司,"ANHUI GUJING DISTILLERY CO.,LTD",安徽省亳州市古井镇,596,古井贡酒
000613,大东海A,海南大东海旅游中心股份有限公司,"HAINAN DADONGHAI TOURISM CENTRE (HOLDINGS) CO.,LTD",海南省三亚市大东海,613,大东海A
000625,长安汽车,重庆长安汽车股份有限公司,Chongqing Changan Automobile Company Limited,重庆市江北区建新东路260号,625,长安汽车
000725,京东方Ａ,京东方科技集团股份有限公司,"BOE TECHNOLOGY GROUP CO., LTD",北京市朝阳区酒仙桥路10号,725,京东方Ａ
000726,鲁 泰Ａ,鲁泰纺织股份有限公司,"LU THAI TEXTILE CO., LTD",山东省淄博市高新技术开发区铭波路11号,726,鲁 泰Ａ
000761,本钢板材,本钢板材股份有限公司,"BENGANG STEEL PLATES CO.,LTD",辽宁省本溪市平山区钢铁路18号,761,本钢板材
000869,张 裕Ａ,烟台张裕葡萄酿酒股份有限公司,"YANTAI CHANGYU PIONEER WINE CO.,LTD",山东省烟台市大马路56号,869,张 裕Ａ
002001,新 和 成,浙江新和成股份有限公司,Zhejiang NHU Company Ltd.,浙江省新昌县羽林街道江北路4号,2001,新 和 成
002002,鸿达兴业,鸿达兴业股份有限公司,"Hongda Xingye Co.,Ltd.",江苏省扬州市广陵区杭集镇曙光路,2002,鸿达兴业
002003,伟星股份,浙江伟星实业发展股份有限公司,"Zhejiang Weixing Industrial Development Co., Ltd.",浙江省临海市花园工业区,2003,伟星股份
002004,华邦颖泰,华邦颖泰股份有限公司,"HUAPONT-NUTRICHEM CO., LTD.",重庆市渝北区人和星光大道69号,2004,华邦颖泰
002005,德豪润达,广东德豪润达电气股份有限公司,"Elec-Tech International Co., Ltd.",广东省珠海市香洲区唐家湾镇金凤路1号,2005,德豪润达
002006,精功科技,浙江精功科技股份有限公司,ZHEJIANG JINGGONG SCIENCE & TECHNOLOGY Co.，LTD,浙江省绍兴县柯桥镇柯西工业区,2006,精功科技
002007,华兰生物,华兰生物工程股份有限公司,Hualan Biological Engineering Inc.,河南省新乡市华兰大道甲1号,2007,华兰生物
002008,大族激光,深圳市大族激光科技股份有限公司,"Han""s Laser Technology Co., Ltd.",广东省深圳市南山区深南大道9988号,2008,大族激光
002009,天奇股份,天奇自动化工程股份有限公司,"Miracle Automation Engineering Co.,Ltd.",江苏省无锡市惠山区洛社镇洛藕路288号,2009,天奇股份
002010,传化股份,浙江传化股份有限公司,"Zhejiang Transfar Co.,Ltd.",浙江省杭州市萧山经济技术开发区,2010,传化股份
002011,盾安环境,浙江盾安人工环境股份有限公司,"ZHEJIANG DUN""AN ARTIFICIAL ENVIRONMENT Co., LTD.",中国浙江省诸暨市店口工业区,2011,盾安环境
002012,凯恩股份,浙江凯恩特种材料股份有限公司,"Zhejiang Kan Specialities Material Co., Ltd.",浙江省遂昌县妙高镇凯恩路1008号,2012,凯恩股份
002013,中航机电,中航工业机电系统股份有限公司,"AVIC Electromechanical Systems Co., Ltd.",湖北省襄阳市高新区追日路8号,2013,中航机电
002014,永新股份,黄山永新股份有限公司,"HUANGSHAN NOVEL Co., Ltd.",安徽省黄山市徽州区徽州东路188号,2014,永新股份
002015,ST霞客,江苏霞客环保色纺股份有限公司,"XIAKE COLOR SPINNING Co., Ltd.",江苏省江阴市徐霞客镇马镇东街7号,2015,ST霞客
002016,世荣兆业,广东世荣兆业股份有限公司,"Guangdong Shirongzhaoye Co.,Ltd",广东省珠海市斗门区井岸镇珠峰大道288号1区17号楼,2016,世荣兆业
002017,东信和平,东信和平科技股份有限公司,"Eastcompeace Technology Co., Ltd",广东省珠海市高新区南屏科技工业园屏工中路8号,2017,东信和平
002018,华星化工,安徽华星化工股份有限公司,"AN HUI HUAXING CHEMICAL INDUSTRY Co., Ltd.",安徽省和县乌江镇,2018,华星化工
002019,鑫富药业,浙江杭州鑫富药业股份有限公司,"ZHEJIANG HANGZHOU XINFU PHARMACEUTICAL Co., Ltd.",浙江省临安经济开发区,2019,鑫富药业
002020,京新药业,浙江京新药业股份有限公司,"ZHEJIANG JINGXIN PHARMACEUTICAL Co., Ltd.",浙江省新昌县羽林街道新昌大道东路800号,2020,京新药业
002021,中捷股份,中捷缝纫机股份有限公司,"ZoJe Sewing Machine Co., Ltd.",浙江省玉环县大麦屿街道兴港东路198号,2021,中捷股份
002022,科华生物,上海科华生物工程股份有限公司,"SHANGHAI KEHUA BIO-ENGINEERING CO.,LTD.",上海市钦州北路1189号,2022,科华生物
002023,海特高新,四川海特高新技术股份有限公司,"Sichuan Haite High-tech Co.,Ltd.",四川省成都市高新区高朋大道21号,2023,海特高新
002024,苏宁云商,苏宁云商集团股份有限公司,"SUNING COMMERCE GROUP CO., LTD.",江苏省南京市山西路8号金山大厦1-5层,2024,苏宁云商
002025,航天电器,贵州航天电器股份有限公司,"Guizhou Space Appliance Co., Ltd.",贵州省贵阳市小河区红河路7号,2025,航天电器
002026,山东威达,山东威达机械股份有限公司,"SHANDONG WEIDA MACHINERY Co., Ltd.",山东省文登市蔄山镇中韩路2号,2026,山东威达
002027,七喜控股,七喜控股股份有限公司,"HEDY HOLDING CO., LTD.",广东省广州市高新技术产业开发区科学城科学大道162号B3区第二层206单元,2027,七喜控股
002028,思源电气,思源电气股份有限公司,"Siyuan Electric Co., Ltd.",上海市闵行区华宁路3399号,2028,思源电气
002029,七 匹 狼,福建七匹狼实业股份有限公司,"FUJIAN SEPTWOLVES INDUSTRY CO., LTD.",福建省晋江市金井镇南工业区,2029,七 匹 狼
002030,达安基因,中山大学达安基因股份有限公司,"DA AN GENE Co., Ltd. OF SUN YAT-SEN UNIVERSITY",广东省广州市高新技术开发区科学城香山路19号,2030,达安基因
002031,巨轮股份,巨轮股份有限公司,GREATOO INC.,广东省揭东经济开发区5号路中段,2031,巨轮股份
002032,苏 泊 尔,浙江苏泊尔股份有限公司,"ZHE JIANG SUPOR Co., Ltd.",浙江省玉环县大麦屿经济开发区,2032,苏 泊 尔
002033,丽江旅游,丽江玉龙旅游股份有限公司,"LiJiang YuLong Tourism Co.,Ltd.",云南省丽江市古城区香格里大道760号丽江玉龙旅游大厦,2033,丽江旅游
002034,美 欣 达,浙江美欣达印染集团股份有限公司,"Zhejiang Mizuda printing&dyeing group co.,Ltd，",浙江省湖州市美欣达路588号,2034,美 欣 达
002035,华帝股份,华帝股份有限公司,VATTI CORPORATION LIMITED,广东省中山市小榄镇工业大道南华园路1号,2035,华帝股份
002036,宜科科技,宁波宜科科技实业股份有限公司,"NingBo YAK Technology Industrial Co.,Ltd.",浙江省宁波市鄞州区鄞州大道西段888号,2036,宜科科技
002037,久联发展,贵州久联民爆器材发展股份有限公司,"GUIZHOU JIULIAN INDUSTRIAL EXPLOSIVE MATERIAL DEVELOPMENT Co., Ltd.",贵州省贵阳市高新技术开发区新天园区,2037,久联发展
002038,双鹭药业,北京双鹭药业股份有限公司,"BeiJing SL Pharmaceutical Co., Ltd.",北京市海淀区西三环北路100号金玉大厦1103-1105室,2038,双鹭药业
002039,黔源电力,贵州黔源电力股份有限公司,"GuiZhou QianYuan Power Co., Ltd.",贵州省贵阳市都司高架桥路46号黔源大厦,2039,黔源电力
002040,南 京 港,南京港股份有限公司,"NANJING PORT Co., Ltd.",江苏省南京市栖霞区和燕路251号1幢1101室,2040,南 京 港
002041,登海种业,山东登海种业股份有限公司,"Shandong Denghai Seeds Co., Ltd.",山东省莱州市农科院城山路西侧,2041,登海种业
002042,华孚色纺,华孚色纺股份有限公司,"HUAFU TOP DYED MELANGE YARN CO., LTD",安徽省淮北市濉溪路庆相桥,2042,华孚色纺
002043,兔 宝 宝,德华兔宝宝装饰新材股份有限公司,"DEHUA TB NEW DECORATION MATERIAL Co.,Ltd.",浙江省德清县洛舍镇工业区,2043,兔 宝 宝
002044,江苏三友,江苏三友集团股份有限公司,"JIANGSU SANYOU GROUP CO.,LTD.",江苏省南通市人民东路218号,2044,江苏三友
002045,国光电器,国光电器股份有限公司,"GUOGUANG ELECTRIC Co.,Ltd.",广东省广州市花都区新华街镜湖大道8号,2045,国光电器
002046,轴研科技,洛阳轴研科技股份有限公司,"LUOYANG BEARING SCIENCE & TECHNOLOGY Co.,Ltd.",河南省洛阳市高新技术开发区丰华路6号,2046,轴研科技
002047,宝鹰股份,深圳市宝鹰建设控股集团股份有限公司,"Shenzhen Bauing Construction Holding Group Co.,Ltd.",广东省深圳市宝安区福永街道桥头社区桥塘大道,2047,宝鹰股份
002048,宁波华翔,宁波华翔电子股份有限公司,"Ningbo Huaxiang Electronic Co.,Ltd.",浙江省象山县西周镇象西开发区,2048,宁波华翔
002049,同方国芯,同方国芯电子股份有限公司,"Tongfang Guoxin Electronics Co., Ltd.",河北省玉田县无终西街3129号,2049,同方国芯
002050,三花股份,浙江三花股份有限公司,"ZHEJIANG SANHUA Co., Ltd.",浙江省新昌县七星街道下礼泉,2050,三花股份
002051,中工国际,中工国际工程股份有限公司,"CHINA CAMC ENGINEERING CO., LTD.",北京市海淀区丹棱街3号,2051,中工国际
002052,同洲电子,深圳市同洲电子股份有限公司,"SHENZHEN COSHIP ELECTRONICS CO.,LTD.",广东省深圳市南山区高新科技园北区彩虹科技大厦六楼,2052,同洲电子
002053,云南盐化,云南盐化股份有限公司,"YUNNAN SALT &CHEMICAL INDUSTRY CO., LTD",云南省昆明市官渡区春城路276号,2053,云南盐化
002054,德美化工,广东德美精细化工股份有限公司,"DYMATIC CHEMICALS,INC.",广东省佛山市顺德高新区科技产业园朝桂南路,2054,德美化工
002055,得润电子,深圳市得润电子股份有限公司,"ZHENZHEN DEREN ELECTRONIC CO.,LTD.",广东省深圳市光明新区光明街道三十三路9号得润电子工业园,2055,得润电子
002056,横店东磁,横店集团东磁股份有限公司,"Hengdian Group DMEGC Magnetics Co., Ltd.",浙江省东阳市横店工业区,2056,横店东磁
002057,中钢天源,中钢集团安徽天源科技股份有限公司,"Sinosteel Anhui Tianyuan Technology Co.,Ltd.",安徽省马鞍山市经济技术开发区红旗南路51号,2057,中钢天源
002058,威 尔 泰,上海威尔泰工业自动化股份有限公司,"SHANGHAI WELLTECH AUTOMATION CO.,LTD.",上海市闵行区虹中路263号1幢,2058,威 尔 泰
002059,云南旅游,云南旅游股份有限公司,"Yunnan Tourism Co., Ltd.",云南省昆明市白龙路世博园,2059,云南旅游
002060,粤 水 电,广东水电二局股份有限公司,"Guangdong No.2 Hydropower Engineering Company,Ltd",广东省广州市天河区珠江新城华明路9号华普广场西塔21层,2060,粤 水 电
002061,江山化工,浙江江山化工股份有限公司,"Zhejiang Jiangshan Chemical Co.,Ltd.",浙江省江山市景星东路38号,2061,江山化工
002062,宏润建设,宏润建设集团股份有限公司,"HONGRUN CONSTRUCTION GROUP CO.,LTD.",浙江省象山县丹城镇建设东路262号,2062,宏润建设
002063,远光软件,远光软件股份有限公司,YGSOFT INC.,广东省珠海市港湾大道科技一路3号,2063,远光软件
002064,华峰氨纶,浙江华峰氨纶股份有限公司,Zhejiang Huafeng Spandex Co.，Ltd.,浙江省瑞安市莘塍工业园区,2064,华峰氨纶
002065,东华软件,东华软件股份公司,"DHC SOFTWARE CO.,LTD",北京市海淀区紫金数码园3号楼15层1501,2065,东华软件
002066,瑞泰科技,瑞泰科技股份有限公司,"Ruitai Materials Technology Co., Ltd.",北京市朝阳区酒仙桥路乙21号,2066,瑞泰科技
002067,景兴纸业,浙江景兴纸业股份有限公司,"Zhejiang Jingxing Paper Jiont Stock Co.,Ltd.",浙江省平湖市曹桥镇,2067,景兴纸业
002068,黑猫股份,江西黑猫炭黑股份有限公司,"JIANGXI BLACK CAT CARBON BLACK CO., LTD.",江西省景德镇市历尧,2068,黑猫股份
002069,獐 子 岛,獐子岛集团股份有限公司,"ZHANGZIDAO GROUP CO.,LTD.",辽宁省大连市长海县獐子岛镇沙包村,2069,獐 子 岛
002070,众和股份,福建众和股份有限公司,"ZHONGHE CO.,LTD.",福建省莆田市秀屿区西许工业区5-8号,2070,众和股份
002071,江苏宏宝,江苏宏宝五金股份有限公司,"Jiangsu Hongbao Hardware Co.,Ltd",江苏省张家港市大新镇人民路128号,2071,江苏宏宝
002072,德棉股份,山东德棉股份有限公司,SHANDONG DEMIAN INCORPORATED COMPANY,山东省德州市德城区顺河西路18号,2072,德棉股份
002073,软控股份,软控股份有限公司,"MESNAC CO.,LTD",山东省青岛市保税区纽约路2号,2073,软控股份
002074,东源电器,江苏东源电器集团股份有限公司,"Jiangsu Dongyuan Electrical Group Co.,Ltd.",江苏省南通市通州区十总镇东源大道1号,2074,东源电器
002075,沙钢股份,江苏沙钢股份有限公司,"JIANGSU SHAGANG CO.,LTD.",江苏省张家港市锦丰镇沙钢大厦,2075,沙钢股份
002076,雪 莱 特,广东雪莱特光电科技股份有限公司,"CNLIGHT CO., LTD.",广东省佛山市南海区狮山工业科技工业园A区,2076,雪 莱 特
002077,大港股份,江苏大港股份有限公司,"JIANGSU DAGANG CO.,LTD．",江苏省镇江新区大港通港路1号,2077,大港股份
002078,太阳纸业,山东太阳纸业股份有限公司,"SHAN DONG SUN PAPER INDUSTRY JOINT STOCK CO., LTD.",山东省兖州市西关大街66号,2078,太阳纸业
002079,苏州固锝,苏州固锝电子股份有限公司,"SUZHOU GOODARK ELECTRONICS CO., LTD.",江苏省苏州市通安开发区通锡路31号,2079,苏州固锝
002080,中材科技,中材科技股份有限公司,"Sinoma Science & Technology Co.,Ltd.",江苏省南京市江宁科学园彤天路99号,2080,中材科技
002081,金 螳 螂,苏州金螳螂建筑装饰股份有限公司,"Suzhou Gold Mantis Construction Decoration Co., Ltd.",江苏省苏州工业园区民营工业区,2081,金 螳 螂
002082,栋梁新材,浙江栋梁新材股份有限公司,"Zhe Jiang Dongliang New building Materials Co., Ltd",浙江省湖州市八里店镇,2082,栋梁新材
002083,孚日股份,孚日集团股份有限公司,"SUNVIM GROUP CO., LTD",山东省高密市孚日街1号,2083,孚日股份
002084,海鸥卫浴,广州海鸥卫浴用品股份有限公司,"GuangZhou Seagull Kitchen And Bath Products Co.,Ltd",广东省广州市番禺区沙头街禺山西路363号,2084,海鸥卫浴
002085,万丰奥威,浙江万丰奥威汽轮股份有限公司,"ZHEJIANG WANFENG AUTO WHEEL CO., LTD.",浙江省新昌县城关镇新昌工业区（后溪）,2085,万丰奥威
002086,东方海洋,山东东方海洋科技股份有限公司,"Shandong Oriental Ocean Sci-Tech Co., Ltd",山东省烟台市莱山区澳柯玛大街18号,2086,东方海洋
002087,新野纺织,河南新野纺织股份有限公司,"HENNAN XINYE TEXTLE CO.,LTD.",河南省新野县城关镇书院路15号,2087,新野纺织
002088,鲁阳股份,山东鲁阳股份有限公司,"SHANDONG LU YANG SHARE CO., LTD.",山东省淄博市沂源县沂河路11号,2088,鲁阳股份
002089,新 海 宜,苏州新海宜通信科技股份有限公司,SUZHOU NEW SEA UNION TELECOM TECHNOLOGY CO.， LTD.,江苏省苏州工业园区泾茂路168号,2089,新 海 宜
002090,金智科技,江苏金智科技股份有限公司,"Wiscom System Co., Ltd.",江苏省南京市江宁开发区将军大道100号,2090,金智科技
002091,江苏国泰,江苏国泰国际集团国贸股份有限公司,"JIANGSU GUOTAI INTERNATIONAL GROUP GUOMAO CO., LTD",江苏省张家港市国泰时代广场11-24楼,2091,江苏国泰
002092,中泰化学,新疆中泰化学股份有限公司,"XINJIANG ZHONGTAI CHEMICAL CO.,LTD.",新疆维吾尔自治区乌鲁木齐市经济技术开发区阳澄湖路39号,2092,中泰化学
002093,国脉科技,国脉科技股份有限公司,"Guomai Technologies, Inc",福建省福州市马尾区江滨东大道116号,2093,国脉科技
002094,青岛金王,青岛金王应用化学股份有限公司,"Qingdao Kingking Applied Chemistry Co.,Ltd.",山东省青岛即墨市青岛环保产业园,2094,青岛金王
002095,生 意 宝,浙江网盛生意宝股份有限公司,"Zhejiang NetSun Co.,Ltd.",浙江省杭州市莫干山路187号易盛大厦12F,2095,生 意 宝
002096,南岭民爆,湖南南岭民用爆破器材股份有限公司,"Hunan Nanling Industry Explosive Material Co.,LTD",湖南省永州市双牌县泷泊镇双北路6号,2096,南岭民爆
002097,山河智能,山河智能装备股份有限公司,"SUNWARD INTELLIGENT EQUIPMENT CO.,LTD.",湖南省长沙市经济技术开发区漓湘中路16号,2097,山河智能
002098,浔兴股份,福建浔兴拉链科技股份有限公司,"FUJIAN SBS ZIPPER SCIENCE&TECHNOLOGY CO.,LTD.",福建省晋江市深沪乌漏沟东工业区,2098,浔兴股份
002099,海翔药业,浙江海翔药业股份有限公司,"Zhejiang Hisoar Pharmaceutical Co.,Ltd.",浙江省台州市椒江区外沙支路100号,2099,海翔药业
002100,天康生物,新疆天康畜牧生物技术股份有限公司,"XINJIANG TECON ANIMAL HUSBANDRY BIO-TECHNOLOGY Co,. LTD.",新疆维吾尔自治区乌鲁木齐市高新区长春南路528号,2100,天康生物
002101,广东鸿图,广东鸿图科技股份有限公司,"Guangdong Hongtu Technology(holdings)Co.,Ltd.",广东省高要市金渡世纪大道168号,2101,广东鸿图
002102,冠福家用,福建冠福现代家用股份有限公司,"Fujian Guanfu Modern Household Wares Co,. Ltd",福建省泉州市德化县土坂村冠福工业园,2102,冠福家用
002103,广博股份,广博集团股份有限公司,"GUANGBO GROUP STOCK CO.,LTD.",浙江省宁波市鄞州区石碶街道车何,2103,广博股份
002104,恒宝股份,恒宝股份有限公司,"HENGBAO CO.,LTD.",江苏省丹阳市横塘工业区,2104,恒宝股份
002105,信隆实业,深圳信隆实业股份有限公司,HL CORP.(SHENZHEN),广东省深圳市龙华新区龙华办事处龙发路65号,2105,信隆实业
002106,莱宝高科,深圳莱宝高科技股份有限公司,"SHENZHEN LAIBAO HI-TECH CO., LTD.",广东省深圳市南山区高新技术产业园北区朗山二路,2106,莱宝高科
002107,沃华医药,山东沃华医药科技股份有限公司,"Shandong Wohua Pharmaceutical Co., Ltd.",山东省潍坊市高新技术产业开发区梨园街3517号,2107,沃华医药
002108,沧州明珠,沧州明珠塑料股份有限公司,"Cangzhou Mingzhu Plastic Co.,Ltd.",河北省沧州市沧石路张庄子工业园区,2108,沧州明珠
002109,兴化股份,陕西兴化化学股份有限公司,"SHAANXI XINGHUA CHEMISTRY CO., LTD",陕西省兴平市南郊,2109,兴化股份
002110,三钢闽光,福建三钢闽光股份有限公司,"Sansteel MinGuang Co.,Ltd.,Fujian",福建省三明市梅列区工业中路群工三路,2110,三钢闽光
002111,威海广泰,威海广泰空港设备股份有限公司,"Weihai Guangtai Airport Equipment Co., Limited",山东省威海市环翠区黄河街16号,2111,威海广泰
002112,三变科技,三变科技股份有限公司,"SAN BIAN SCI－TECH Co.,LTD.",浙江省三门县海游镇西区大道369号,2112,三变科技
002113,天润控股,湖南天润实业控股股份有限公司,"HUNAN TIANRUN ENTERPRISES HOLDING CO.,LTD",湖南省岳阳市九华山2号,2113,天润控股
002114,罗平锌电,云南罗平锌电股份有限公司,"YUNNAN LUOPING ZINC AND ELECTRICITY Co., LTD",云南省曲靖市罗平县罗雄镇九龙大道南段,2114,罗平锌电
002115,三维通信,三维通信股份有限公司,"SUNWAVE COMMUNICATIONS CO.,LTD.",浙江省杭州市滨江区火炬大道581号三维大厦,2115,三维通信
002116,中国海诚,中国海诚工程科技股份有限公司,"CHINA HAISUM ENGINEERING CO.,LTD.",上海市宝庆路21号,2116,中国海诚
002117,东港股份,东港股份有限公司,TUNGKONG INC.,山东省济南市山大北路23号,2117,东港股份
002118,紫鑫药业,吉林紫鑫药业股份有限公司,"Jilin Zixin Pharmaceutical Industrial Co., Ltd.",吉林省通化市柳河县英利路88号,2118,紫鑫药业
002119,康强电子,宁波康强电子股份有限公司,"Ningbo Kangqiang Electronics Co., Ltd.",浙江省宁波市鄞州投资创业中心金源路988号,2119,康强电子
002120,新海股份,宁波新海电气股份有限公司,"NINGBO XINHAI ELECTRIC CO., LTD",浙江省慈溪市崇寿镇永清南路8号,2120,新海股份
002121,科陆电子,深圳市科陆电子科技股份有限公司,"SHENZHEN CLOU ELECTRONICS CO.,LTD.",广东省深圳市南山区高新技术产业园南区T2栋A、B区五楼,2121,科陆电子
002122,天马股份,天马轴承集团股份有限公司,"TIANMA BEARING GROUP CO., LTD.",浙江省杭州市石祥路208号,2122,天马股份
002123,荣信股份,荣信电力电子股份有限公司,RONGXIN POWER ELECTRONIC CO.，LTD.,辽宁省鞍山市高新区鞍千路261号,2123,荣信股份
002124,天邦股份,宁波天邦股份有限公司,"Ningbo Tech-bank Co.,Ltd.",浙江省余姚市玉立路55号阳光国际大厦A座1805-1807,2124,天邦股份
002125,湘潭电化,湘潭电化科技股份有限公司,"XIANGTAN ELECTROCHEMICAL SCIENTIFIC CO.,LTD.",湖南省湘潭市滴水埠,2125,湘潭电化
002126,银轮股份,浙江银轮机械股份有限公司,"Zhejiang Yinlun Machinery Co., LTD",浙江省天台县福溪街道交通运输机械工业园区,2126,银轮股份
002127,*ST新民,江苏新民纺织科技股份有限公司,"Jiangsu Xinmin Textile Science & Technology Co., Ltd.",江苏省吴江市盛泽镇五龙路22号,2127,*ST新民
002128,露天煤业,内蒙古霍林河露天煤业股份有限公司,HUOLINHE OPENCUT COAL INDUSTRY CORPORATION LIMITED OFINNERMONGOLIA,内蒙古自治区霍林郭勒市哲里木大街（霍矿珠斯花区）,2128,露天煤业
002129,中环股份,天津中环半导体股份有限公司,"TIANJIN ZHONGHUAN SEMICONDUCTOR CO., LTD.",天津市新技术产业园区华苑产业区（环外）海泰东路12号,2129,中环股份
002130,沃尔核材,深圳市沃尔核材股份有限公司,"SHENZHEN WOER HEAT-SHRINKABLE MATERIAL CO.,LTD",广东省深圳市坪山新区兰景北路沃尔工业园,2130,沃尔核材
002131,利欧股份,利欧集团股份有限公司,"LEO GROUP CO.,LTD.",浙江省温岭市滨海镇利欧路1号,2131,利欧股份
002132,恒星科技,河南恒星科技股份有限公司,"Henan Hengxing Science & Technology CO.,LTD.",河南省巩义市康店镇焦湾村伊洛北路121号,2132,恒星科技
002133,广宇集团,广宇集团股份有限公司,"Cosmos Group Co.,Ltd.",浙江省杭州市平海路8号,2133,广宇集团
